codigo,arquivo_final,nome_exercicio,grupo_muscular,estacao,prioridade,exercise_id
346,346-recuo-halteres-com-step-na-frente.mp4,Recuo Halteres com Step na Frente,quadríceps,Halteres,normal,76540c36-8b73-4400-931a-7b7afc7d9bdd
347,347-remada-alta-halteres.mp4,Remada Alta Halteres,ombro,Halteres,normal,bc77dd8b-8a5b-49da-987b-2653991d1659
348,348-remada-curvada-halteres-com-rotacao.mp4,Remada Curvada Halteres com Rotação,costas,Halteres,normal,c6a10a3b-3909-48e8-993b-6a8842b5b0c2
349,349-remada-curvada-halteres-neutra.mp4,Remada Curvada Halteres Neutra,costas,Halteres,normal,ec464c13-8653-4ec4-83b6-0f4ac5855c4a
350,350-remada-curvada-halteres-pronada.mp4,Remada Curvada Halteres Pronada,costas,Halteres,normal,9b2b10ed-6a6c-4e43-b17d-d603b7627e2b
351,351-renegade-row.mp4,Renegade row,Core,Halteres,normal,39d4541e-109c-46ed-8a72-4936c8e320ba
352,352-rosca-direta-halteres.mp4,Rosca Direta Halteres,bíceps,Halteres,normal,991faa49-4ce9-4bb9-975b-315f78efa964
353,353-rosca-martelo-alternada-halteres.mp4,Rosca Martelo Alternada Halteres,bíceps,Halteres,normal,498e22d2-7d0e-4698-a446-0c06d662b23f
354,354-rosca-martelo-halteres.mp4,Rosca Martelo Halteres,bíceps,Halteres,normal,f42f4b07-35f7-4deb-872e-3f1987a3dc89
355,355-rosca-scott-unilateral-halter.mp4,Rosca Scott Unilateral Halter,bíceps,Halteres,normal,c3a687e4-a17c-401d-a7b8-85e25c6e982f
356,356-rosca-spider-halteres.mp4,Rosca Spider Halteres,bíceps,Halteres,normal,124d5562-a1fc-47ce-a3eb-c536dc0f6699
357,357-russian-twist-com-peso.mp4,Russian twist com peso,Core,Halteres,normal,7531dfbc-5bd0-4d07-b8a3-b42e6c4a4416
358,358-salto-vertical-continuo-halteres-plio.mp4,Salto Vertical Continuo Halteres ( plio ),Musculação,Halteres,normal,db6b26b0-30b7-4143-8155-2212d2f45280
359,359-sl-2db-box-clean.mp4,SL 2DB Box Clean,Musculação,Halteres,normal,107cb28d-341d-4245-9bff-e687398d7c88
360,360-sl-db-box-clean.mp4,SL DB Box Clean,Musculação,Halteres,normal,f347f55d-f778-480c-afc8-106198022b6d
361,361-sl-db-box-snatch.mp4,SL DB Box Snatch,Musculação,Halteres,normal,344d933b-cd88-415c-ae69-649116c150c4
362,362-snatch-unipodal-unilateral-halter.mp4,Snatch Unipodal / Unilateral Halter,Musculação,Halteres,normal,29a4577b-cf14-4bbd-b480-472fd828e6db
363,363-step-up-halteres.mp4,Step Up Halteres,quadríceps,Halteres,normal,88194a44-bee6-4693-a1a6-73d5e80aaaff
364,364-stiff-abduzido-halteres.mp4,Stiff Abduzido Halteres,posterior de coxa,Halteres,normal,03913dfa-9d5c-44b5-9e92-325a1697cc19
365,365-stiff-b-stance-halteres.mp4,Stiff B-Stance Halteres,posterior de coxa,Halteres,normal,2aba59cb-6e22-4e64-9b76-f931d0b7d069
366,366-stiff-com-halteres.mp4,Stiff com Halteres,Quadríceps,Halteres,normal,a0c39fee-d2eb-468e-8bd1-2efb7f8ab33f
367,367-stiff-halteres.mp4,Stiff Halteres,posterior de coxa,Halteres,normal,dc207ca2-b186-4220-b154-63c08c53ea66
368,368-stiff-unipodal-com-halter.mp4,Stiff Unipodal com Halter,Musculação,Halteres,normal,a18bb611-2583-4def-8467-dc0ed9250e4d
369,369-suitcase-carry-caminhada-unilateral.mp4,Suitcase carry (caminhada unilateral),Core,Halteres,normal,bad24698-d7ec-42db-b88f-232652935b82
370,370-supino-fechado-halteres.mp4,Supino Fechado Halteres,tríceps,Halteres,normal,9160b4e1-9fbd-468c-b8e0-bc5868587078
371,371-supino-inclinado-com-halteres.mp4,Supino inclinado com halteres,Peso Livre,Halteres,normal,d959e3ee-0e5f-467e-a227-ce36b984045a
372,372-supino-inclinado-halteres.mp4,Supino Inclinado Halteres,peitoral,Halteres,normal,5c3558f8-01c1-43a4-bf9b-0d6993c80b80
373,373-supino-reto-halteres.mp4,Supino Reto Halteres,peitoral,Halteres,normal,8801e0c9-15b8-4b27-8847-1affbef93da8
374,374-terra-romeno-unipodal-single-leg-rdl.mp4,Terra romeno unipodal (single-leg RDL),Estabilidade,Halteres,normal,810fcad7-7b7d-47e0-895e-1eb45aa2e852
375,375-thruster.mp4,Thruster,Funcional,Halteres,normal,89248200-9215-4cd8-822d-b1bf1378c82d
376,376-triceps-frances-unilateral-halter.mp4,Tríceps Francês Unilateral Halter,tríceps,Halteres,normal,5112d74f-de07-4f65-86c1-9e2d0668d69f
377,377-triceps-testa-halteres-banco-45.mp4,Tríceps Testa Halteres Banco 45,tríceps,Halteres,normal,0d3eb594-ecb2-43e7-b70d-a8b272db3a42
378,378-triceps-testa-halteres-banco-reto.mp4,Tríceps Testa Halteres Banco Reto,tríceps,Halteres,normal,883f77a1-c25f-4626-aed5-9d18c8955508
379,379-triceps-testa-halteres-solo.mp4,Tríceps Testa Halteres Solo,tríceps,Halteres,normal,df73c501-7916-4e9c-bc78-08c79d9e5c85
380,380-goblet-squat.mp4,Goblet squat,Funcional,Kettlebell,normal,edcc27d7-39ff-40a4-9537-93b5e3f37a40
381,381-kb-swing.mp4,KB Swing,Musculação,Kettlebell,normal,dcc98681-1add-43fc-99ed-ba5967c2b9a5
382,382-kettlebell-clean.mp4,Kettlebell clean,Funcional,Kettlebell,normal,f92c050a-f660-419a-88b2-d3cb91e5dd85
383,383-kettlebell-snatch.mp4,Kettlebell snatch,Funcional,Kettlebell,normal,3c9ef909-6f72-41af-9816-6919e032a286
384,384-kettlebell-swing.mp4,Kettlebell swing,Funcional,Kettlebell,normal,d65552e0-a929-4a03-9be0-0bb86899e428
385,385-thruster-com-kb-unilateral.mp4,Thruster com KB Unilateral,Musculação,Kettlebell,normal,33c3e734-d90b-4870-9958-d5d1c76870b3
386,386-turkish-get-up.mp4,Turkish get-up,Funcional,Kettlebell,normal,0d6195f9-ed85-427a-b60a-04e93dc6899a
387,387-4-exercicios-da-fisio.mp4,4 exercícios da fisio,Mobilidade,Livre/Funcional,ALTA,00569022-ffe4-4592-8552-813653b3a4f6
388,388-abducao-de-quadril-no-banco-com-caneleira.mp4,Abdução de Quadril no Banco com Caneleira,glúteo,Livre/Funcional,ALTA,bcb42b88-23ee-402b-bc5d-482e95e4bec0
389,389-agachamento-bulgaro-com-step.mp4,Agachamento Búlgaro com Step,quadríceps,Livre/Funcional,ALTA,d0c93be9-6ee3-420e-a34e-10ffe077d9f2
390,390-agachamento-bulgaro-inclinado.mp4,Agachamento Búlgaro Inclinado,quadríceps,Livre/Funcional,ALTA,e9d6bfd4-2980-45b9-beac-855bb6be8c0b
391,391-agachamento-livre.mp4,Agachamento Livre,quadríceps,Livre/Funcional,ALTA,3e192862-ed2e-4063-b6f9-13b433844cf8
392,392-agachamento-sumo-landmine.mp4,Agachamento Sumô Landmine,quadríceps,Livre/Funcional,ALTA,64b2b71e-49e4-4792-b63e-fd105879e0ac
393,393-balaco-de-panturrilha-e-tibial.mp4,Balaço de panturrilha e tíbial,Quadríceps,Livre/Funcional,ALTA,ec014d1e-7272-4866-a4b0-8891b1db6189
394,394-biset-cross-over-supino-banco-90.mp4,Biset Cross Over + Supino Banco 90,peitoral,Livre/Funcional,ALTA,86749ad4-f622-4978-9c84-9ed335b13cff
395,395-cadeira-flexora-com-flexao-de-quadril-unilateral.mp4,Cadeira Flexora com Flexão de Quadril Unilateral,posterior de coxa,Livre/Funcional,ALTA,4a8b14bf-d7a8-422d-932a-63a3af07e453
396,396-cardio.mp4,Cardio,cardio,Livre/Funcional,ALTA,8ee2ccea-edb2-47a9-8ea2-4b5c23c3bf40
397,397-corrida.mp4,Corrida,cardio,Livre/Funcional,ALTA,0d8ff75a-5d94-4c9a-897d-fd155c83e0ca
398,398-cross-over-medial.mp4,Cross Over Medial,peitoral,Livre/Funcional,ALTA,b5528218-4bd6-4f43-83a7-6be9663a6de1
399,399-cross-over-medial-banco-90.mp4,Cross Over Medial Banco 90,peitoral,Livre/Funcional,ALTA,8f5a324b-b573-4b6b-87f6-49461b8cdbce
400,400-cross-over-supinado.mp4,Cross Over Supinado,peitoral,Livre/Funcional,ALTA,ea93a5a1-a755-4c12-8b5e-33a4741a7593
401,401-elevacao-de-quadril-solo.mp4,Elevação de Quadril Solo,glúteo,Livre/Funcional,ALTA,947b6da5-7e97-4d27-badf-300ee1d5069a
402,402-elevacao-frontal-pronada-em-pe.mp4,Elevação Frontal Pronada Em Pé,ombro,Livre/Funcional,ALTA,8e92cb95-dc37-49d8-857b-5f0f36eef8ca
403,403-elevacao-pelvica-unilateral-banco.mp4,Elevação Pélvica Unilateral Banco,glúteo,Livre/Funcional,ALTA,2dd3779f-980f-47f4-bf8f-ea0a1a4ccf95
404,404-extensora-completa-parcial-embaixo.mp4,Extensora Completa + Parcial Embaixo,quadríceps,Livre/Funcional,ALTA,fc958ce0-b6b5-4a54-bd3d-74b8828a56e2
405,405-extensao-da-coluna-com-rolinho.mp4,Extensão da coluna com rolinho,Mobilidade,Livre/Funcional,ALTA,4b184b64-9581-43bb-bfb0-c081d373b5c1
406,406-extensao-y-t.mp4,Extensão Y-T,Dorsal,Livre/Funcional,ALTA,5c4f79d8-2927-4963-9539-ea65a0b978a9
407,407-face-pull-corda.mp4,Face Pull Corda,ombro,Livre/Funcional,ALTA,c5888208-17b3-4b1a-9b20-6b1214c89b6d
408,408-flexao-fechada.mp4,Flexão Fechada,tríceps,Livre/Funcional,ALTA,6f5aa853-de66-47ad-8061-d488c6f6adf7
409,409-levantamento-terra.mp4,Levantamento Terra,posterior de coxa,Livre/Funcional,ALTA,2345fdf0-2bb7-49c0-839d-1d1bfd3024f8
410,410-liberacao-do-tibial-com-rolinho.mp4,liberação do tibial com rolinho,Panturrilha,Livre/Funcional,ALTA,5621889e-0fba-4c45-aa67-570bb685fe49
411,411-mesa-flexora-unilateral.mp4,Mesa Flexora Unilateral,posterior de coxa,Livre/Funcional,ALTA,4722c027-4a82-4113-b7da-6e3ed5ae3bda
412,412-pulldown-corda.mp4,Pulldown Corda,costas,Livre/Funcional,ALTA,9a667138-66cf-42d3-a36f-0ffb0cd611e9
413,413-puxada-frontal.mp4,Puxada Frontal,costas,Livre/Funcional,ALTA,e1000001-0000-0000-0000-000000000007
414,414-remada-cavalinho-unilateral-neutra.mp4,Remada Cavalinho Unilateral Neutra,costas,Livre/Funcional,ALTA,199cac35-bfc9-4575-86b9-39b128337fa5
415,415-remada-cavalinho-unilateral-pronada.mp4,Remada Cavalinho Unilateral Pronada,costas,Livre/Funcional,ALTA,ecb7437e-a486-4e23-a816-43f948b5e5c8
416,416-remada-com-peito-no-banco-pronada.mp4,Remada com Peito no Banco Pronada,costas,Livre/Funcional,ALTA,1829097c-7ad7-40e0-840b-0fc087e79d0f
417,417-retracao-escapular-na-parede.mp4,Retração escapular na parede,Dorsal,Livre/Funcional,ALTA,709a6fe5-cab8-482a-b60d-35495ff6e275
418,418-serrote-livre.mp4,Serrote Livre,costas,Livre/Funcional,ALTA,9211404c-1b87-4a13-97a6-b5c65fc4ff22
419,419-supersquat.mp4,Supersquat,quadríceps,Livre/Funcional,ALTA,e06fec69-cded-4629-b5dc-651402331d4c
420,420-supino-reto-solo.mp4,Supino Reto Solo,peitoral,Livre/Funcional,ALTA,f5929365-dc60-4617-a45d-c27500404748
421,421-swan-dive-chao.mp4,Swan dive chão,MAT Pilates,Livre/Funcional,ALTA,ab96e97b-0a29-44e2-9dff-4cf074c7e8d4
422,422-triset-panturrilha-com-rotacao.mp4,Triset Panturrilha com Rotação,panturrilha,Livre/Funcional,ALTA,054f9822-2e74-46ba-b97d-23cf1823baf9
423,423-abducao-de-quadril-com-caneleira.mp4,Abdução de Quadril com Caneleira,glúteo,Livre/Funcional,normal,e789f3da-6de9-4be5-b039-adfb38f8a955
424,424-afundo-retrocesso-overhead-knee-drive.mp4,Afundo (retrocesso) + overhead knee drive,Musculação,Livre/Funcional,normal,447d63e9-dfce-4e60-ba14-2a64ebd4fd00
425,425-afundo-retrocesso-shoulder-press-simultaneo.mp4,Afundo (retrocesso) + Shoulder Press simultâneo,Musculação,Livre/Funcional,normal,b7741370-b490-4d21-965b-7b2e5ed18c6c
426,426-afundo-joelho-elevado.mp4,Afundo + joelho elevado,Musculação,Livre/Funcional,normal,7aebe25d-69d6-49b1-93f0-1f287fcfc15e
427,427-afundo-panturrilha-inclinada.mp4,Afundo + panturrilha inclinada,Quadríceps,Livre/Funcional,normal,b875b1fa-e185-49f9-8ed8-4e998ba72b11
428,428-afundo-step-up-com-elevacao-de-joelho.mp4,Afundo Step Up com elevação de joelho,Quadríceps,Livre/Funcional,normal,ceb4d99c-d903-4579-82a0-d61bced5d74f
429,429-afundo-unipodal-anilha-contrapeso.mp4,Afundo Unipodal - anilha contrapeso,Musculação,Livre/Funcional,normal,5e0d9df3-8d79-469c-8b16-e5e1d2e8f868
430,430-agachamento-bulgaro.mp4,Agachamento Búlgaro,quadríceps,Livre/Funcional,normal,c452607e-7dff-463d-adb2-a712059a8d26
431,431-agachamento-bulgaro-com-apoio.mp4,Agachamento Búlgaro com Apoio,quadríceps,Livre/Funcional,normal,d91a1c63-de51-4a7f-a42c-23f5911c18f9
432,432-agachamento-calice.mp4,Agachamento Cálice,quadríceps,Livre/Funcional,normal,7a8976b1-789e-4ea7-b499-8b81ece87d25
433,433-agachamento-calice-banco.mp4,Agachamento Cálice Banco,quadríceps,Livre/Funcional,normal,6950cec4-2d21-40e1-992c-0e0a11ba5d38
434,434-agachamento-front-squat.mp4,Agachamento Front Squat,quadríceps,Livre/Funcional,normal,6bc152db-68b2-4629-99bf-719ab3f060bd
435,435-agachamento-hack.mp4,Agachamento Hack,quadríceps,Livre/Funcional,normal,ba5cc0fa-5df4-41c9-8bf1-fce04648ec6f
436,436-agachamento-hack-angular.mp4,Agachamento Hack Angular,quadríceps,Livre/Funcional,normal,b62d4d38-20bb-4873-a61f-95f5b3dc0b92
437,437-agachamento-livre-backsquat.mp4,Agachamento Livre ( backsquat ),Quadríceps,Livre/Funcional,normal,4bf7d5d1-9cd1-473a-9c48-5969aa7edec9
438,438-agachamento-livre-com-banco.mp4,Agachamento Livre com Banco,quadríceps,Livre/Funcional,normal,f6f1683c-2e7c-4e75-b268-89803b22e6ac
439,439-agachamento-sumo-belt-squat.mp4,Agachamento Sumô Belt Squat,quadríceps,Livre/Funcional,normal,9476d942-f358-4ea6-87ff-ae031adf98e1
440,440-ativacao-escapular-4-apoios.mp4,Ativação Escapular 4 Apoios,Musculação,Livre/Funcional,normal,5664e6f2-52fe-46d9-be5a-a8806703ad84
441,441-ativacao-escapular-unilateral-4-apoios.mp4,Ativação Escapular Unilateral 4 Apoios,Musculação,Livre/Funcional,normal,b0584d56-0a2d-44be-96af-1372c88b4a9a
442,442-avanco-com-rotacao-de-tronco.mp4,Avanço com rotação de tronco,Funcional,Livre/Funcional,normal,dc4a5ffe-82a1-4ec2-a456-5bdceaa86d62
443,443-biceps-martelo-desenvolvimento.mp4,Biceps Martelo + Desenvolvimento,Musculação,Livre/Funcional,normal,eecbb779-188a-4a82-8b80-ed9af4c1a6eb
444,444-biset-cadeira-abdutora-45-90.mp4,Biset Cadeira Abdutora 45 + 90,glúteo,Livre/Funcional,normal,1a753479-4b74-43b2-8e75-1a9ace6d4b35
445,445-biset-cadeira-abdutora-90-inclinada.mp4,Biset Cadeira Abdutora 90 + Inclinada,glúteo,Livre/Funcional,normal,4b0b3925-7ba0-476a-b7a2-e2d06fef90bd
446,446-biset-cross-over-supino-inclinado-banco-45.mp4,Biset Cross Over + Supino Inclinado Banco 45,peitoral,Livre/Funcional,normal,826d88a4-7f2f-45bd-927f-5e5cc5910626
447,447-biset-cross-over-supino-inclinado-neutro-banco-45.mp4,Biset Cross Over + Supino Inclinado Neutro Banco 45,peitoral,Livre/Funcional,normal,63374ce3-a255-4e87-9c76-2e23cd15a4ec
448,448-biset-elevacao-lateral-sentado-90-inclinada.mp4,Biset Elevação Lateral Sentado 90 + Inclinada,ombro,Livre/Funcional,normal,759f84c5-4c58-4f67-a789-ec64fcc960e7
449,449-biset-extensora-nordico-reverso.mp4,Biset Extensora + Nórdico Reverso,quadríceps,Livre/Funcional,normal,1c97bc1e-2dfe-4f83-b329-49ca21a8350a
450,450-biset-remada-baixa-pronada-supinada.mp4,Biset Remada Baixa Pronada + Supinada,costas,Livre/Funcional,normal,2ea75295-c1ce-495f-9d59-e2f5e94d72b2
451,451-bom-dia.mp4,Bom dia,posterior de coxa,Livre/Funcional,normal,c916c624-2e7c-40b2-8195-4e5f8a4f2c3c
452,452-bounds-plio.mp4,Bounds ( plio ),Musculação,Livre/Funcional,normal,1528aefa-4644-48c9-a527-a5cab3f067f7
453,453-box-jump-sem-contramovimento.mp4,Box jump sem contramovimento,Quadríceps,Livre/Funcional,normal,81bf8e7c-dbab-4002-8492-56f99adabf0f
454,454-box-jump-uni.mp4,Box Jump Uni,Quadríceps,Livre/Funcional,normal,ebfc7276-35e4-4b9f-b030-05a170d6fcef
455,455-bracing-solo.mp4,Bracing Solo,abdômen,Livre/Funcional,normal,a2e06823-6b12-4b56-af94-f3f14755a54a
456,456-bulgaro-variacao-1.mp4,Búlgaro Variação 1,Quadríceps,Livre/Funcional,normal,d5685718-8c7f-4230-83e2-6585e687924a
457,457-cadeira-abdutora-45.mp4,Cadeira Abdutora 45,glúteo,Livre/Funcional,normal,4da66eac-c9b9-4f03-bc6f-a69da1eba99f
458,458-cadeira-abdutora-90.mp4,Cadeira Abdutora 90,glúteo,Livre/Funcional,normal,8d9c8d95-ca83-4b41-aece-ded54f6711c7
459,459-cadeira-abdutora-com-extensao-de-quadril.mp4,Cadeira Abdutora com Extensão de Quadril,glúteo,Livre/Funcional,normal,44492ac7-de5a-4cba-ad7f-a7d8630de5cc
460,460-cadeira-abdutora-inclinada.mp4,Cadeira Abdutora Inclinada,glúteo,Livre/Funcional,normal,8d920409-e19e-4364-bd64-985ccfb46c0e
461,461-cadeira-adutora.mp4,Cadeira Adutora,adutores,Livre/Funcional,normal,8861655a-9cda-46e1-9397-b50783953b9b
462,462-cadeira-extensora.mp4,Cadeira Extensora,quadríceps,Livre/Funcional,normal,619df5e8-b0fc-4229-ad64-b185e41903ee
463,463-cadeira-extensora-unilateral.mp4,Cadeira Extensora Unilateral,quadríceps,Livre/Funcional,normal,81a10f69-c409-40f5-b41c-e50436b7ca50
464,464-cadeira-flexora.mp4,Cadeira Flexora,posterior de coxa,Livre/Funcional,normal,961f2121-1053-4f1f-9376-86f21cb9e68b
465,465-cadeira-flexora-com-flexao-de-quadril.mp4,Cadeira Flexora com Flexão de Quadril,posterior de coxa,Livre/Funcional,normal,ae13d351-7019-4b7d-b0e6-cea4b8fea50d
466,466-cadeira-flexora-unilateral.mp4,Cadeira Flexora Unilateral,posterior de coxa,Livre/Funcional,normal,6c0996c0-b774-47c0-99e4-f6c3bff1a9c8
467,467-complex-controle-motor-stiff-uni-overhead-knee-drive-afundo.mp4,Complex controle motor (Stiff uni + overhead knee drive + afundo),Musculação,Livre/Funcional,normal,38a69b08-2a5f-41a2-a635-46009fb9f8f9
468,468-cross-over-inclinado-banco-45.mp4,Cross Over Inclinado Banco 45,peitoral,Livre/Funcional,normal,aa78feb2-704f-451a-9c40-f5ef29d2568d
469,469-crucifixo-invertido-com-peito-no-banco.mp4,Crucifixo Invertido com Peito no Banco,ombro,Livre/Funcional,normal,8fece0e9-3907-4f54-86b4-54a088cb0540
470,470-crucifixo-invertido-curvado.mp4,Crucifixo Invertido Curvado,ombro,Livre/Funcional,normal,cad889ac-c8da-4654-b27a-41555e10f212
471,471-crucifixo-invertido-sentado.mp4,Crucifixo Invertido Sentado,ombro,Livre/Funcional,normal,6e9fdaca-5bfb-420c-b5bf-5beddcce6c05
472,472-crucifixo-na-maquina.mp4,Crucifixo na Máquina,peito,Livre/Funcional,normal,e1000001-0000-0000-0000-000000000003
473,473-deadlift-uni-controle-motor.mp4,Deadlift Uni (controle motor),Quadríceps,Livre/Funcional,normal,2aa06234-f381-443e-98e1-79f597388da2
474,474-desenvolvimento-arnold-em-pe.mp4,Desenvolvimento Arnold em Pé,ombro,Livre/Funcional,normal,606fe07b-7696-428d-91b3-012863ca5554
475,475-desenvolvimento-arnold-sentado.mp4,Desenvolvimento Arnold Sentado,ombro,Livre/Funcional,normal,4834bdde-5c05-47d1-94b3-9cdecd81fd62
476,476-desenvolvimento-com-halteres.mp4,Desenvolvimento com Halteres,ombros,Livre/Funcional,normal,e1000001-0000-0000-0000-000000000015
477,477-desenvolvimento-militar.mp4,Desenvolvimento Militar,ombro,Livre/Funcional,normal,bf14a53d-23ee-4db4-a46e-07e149e66454
478,478-desenvolvimento-neutro-em-pe.mp4,Desenvolvimento Neutro em Pé,ombro,Livre/Funcional,normal,48ece7af-de72-45c1-bdf4-27a7ff2f3209
479,479-desenvolvimento-unilateral-landmine.mp4,Desenvolvimento Unilateral Landmine,ombro,Livre/Funcional,normal,e54dd5b2-99cf-4648-9885-6cd19d03f9d9
480,480-drop-baixo-box-jump.mp4,Drop (baixo) + Box Jump,Quadríceps,Livre/Funcional,normal,edf0f0e9-0ba8-4a65-b90d-a368e6e8296b
481,481-drop-bilateral-frenagem.mp4,Drop Bilateral ( Frenagem ),Musculação,Livre/Funcional,normal,4262a5bb-6fe3-4b61-99d0-1f04c2a71b86
482,482-drop-jump-bilateral-plio.mp4,Drop Jump Bilateral ( plio ),Musculação,Livre/Funcional,normal,fdbbc862-e887-404f-ab17-ffd7301cf713
483,483-drop-jump-bilateral-estab-uni.mp4,Drop jump bilateral + estab. uni,Musculação,Livre/Funcional,normal,a23acdcd-c4b6-4678-a2c5-6f41dd3640ee
484,484-drop-jump-horizontal-bilateral.mp4,Drop Jump Horizontal Bilateral,Musculação,Livre/Funcional,normal,e03a9284-f027-413c-a79f-32a2534581fc
485,485-drop-jump-squat.mp4,Drop Jump Squat,Quadríceps,Livre/Funcional,normal,4c7c6ea2-a4b4-452f-9969-58c60221f0a1
486,486-drop-unilateral.mp4,Drop Unilateral,Musculação,Livre/Funcional,normal,4732f2be-a67a-4931-a8a7-510109a10851
487,487-educativo-estabilidade-rigidez-de-tornozelo.mp4,Educativo Estabilidade ( rigidez de tornozelo ),Musculação,Livre/Funcional,normal,8c666a93-0716-493d-a299-2b2afc9f0f51
488,488-elevacao-de-quadril-solo-unilateral.mp4,Elevação de Quadril Solo Unilateral,glúteo,Livre/Funcional,normal,72921c56-910a-4345-8b8d-26baf726516b
489,489-elevacao-de-quadril-unilateral-solo.mp4,Elevação de Quadril Unilateral solo,Quadríceps,Livre/Funcional,normal,e1a9fb5d-eb21-4a17-9694-75bcf9fc8a12
490,490-elevacao-frontal-neutra-alternada-em-pe.mp4,Elevação Frontal Neutra Alternada Em Pé,ombro,Livre/Funcional,normal,124415c1-13d6-4df1-a464-96a66467db66
491,491-elevacao-frontal-neutra-alternada-sentado.mp4,Elevação Frontal Neutra Alternada Sentado,ombro,Livre/Funcional,normal,f42f0dfc-d75e-475f-bacb-ec5f05b321d5
492,492-elevacao-frontal-neutra-para-pronada-alternada-em-pe.mp4,Elevação Frontal Neutra para Pronada Alternada em pé,ombro,Livre/Funcional,normal,cfb03da0-4462-422e-ad32-3f4abdbc29e8
493,493-elevacao-frontal-neutra-para-pronada-alternada-sentado.mp4,Elevação Frontal Neutra para Pronada Alternada Sentado,ombro,Livre/Funcional,normal,f1dc1f36-8d03-4ff6-ac34-623682e09b69
494,494-elevacao-frontal-neutra-para-pronada-em-pe.mp4,Elevação Frontal Neutra para pronada em pé,ombro,Livre/Funcional,normal,67c8c3af-c2ef-4908-b7e5-e1815d1acf2b
495,495-elevacao-frontal-neutra-para-pronada-sentado.mp4,Elevação Frontal Neutra para pronada sentado,ombro,Livre/Funcional,normal,e19e6c38-e490-464b-9e87-c6b3b37bc02c
496,496-elevacao-frontal-neutra-sentado.mp4,Elevação Frontal Neutra Sentado,ombro,Livre/Funcional,normal,3b990b66-f39e-4954-8d21-0b644fd67bb9
497,497-elevacao-lateral-banco-45.mp4,Elevação Lateral Banco 45,ombro,Livre/Funcional,normal,944b34f5-829c-4a5f-813b-3a4c90ed5e5b
498,498-elevacao-lateral-peito-no-banco.mp4,Elevação Lateral Peito no Banco,ombro,Livre/Funcional,normal,6cf9d1c8-14d4-4785-8e37-96193e44557d
499,499-elevacao-lateral-unilateral-inclinada.mp4,Elevação Lateral Unilateral Inclinada,ombro,Livre/Funcional,normal,275a185a-b011-4813-833f-a5a0854ab052
500,500-elevacao-pelvica-unil.mp4,Elevação pélvica Unil,Quadríceps,Livre/Funcional,normal,419b47e7-af8c-4b57-89c9-29def5e8688d
501,501-elevacao-pelvica-unilateral-landmine.mp4,Elevação Pélvica Unilateral Landmine,glúteo,Livre/Funcional,normal,58fcfb7a-5b8a-4295-92ef-9b370c4d1b1e
502,502-extensora-parcial-completa-crescente.mp4,Extensora Parcial + Completa Crescente,quadríceps,Livre/Funcional,normal,fdab544b-3538-4dda-8a80-c438556da597
503,503-flexora-na-bola.mp4,Flexora na Bola,posterior de coxa,Livre/Funcional,normal,1a213f58-784c-4218-83fc-6e11a5666275
504,504-flexora-unilateral-com-caneleira.mp4,Flexora Unilateral com Caneleira,posterior de coxa,Livre/Funcional,normal,5348bcf1-9421-493c-a7d9-74b5d89b828e
505,505-flexora-unilateral-em-pe.mp4,Flexora Unilateral em Pé,posterior de coxa,Livre/Funcional,normal,53548f57-bd76-48e6-8562-6b6333fab861
506,506-flexora-unilateral-na-bola.mp4,Flexora Unilateral na Bola,posterior de coxa,Livre/Funcional,normal,927f5612-8822-4dd9-a980-59300c897fab
507,507-flexao-aberta.mp4,Flexão Aberta,peitoral,Livre/Funcional,normal,277c2674-93e2-4aac-aa67-1c8ee82d0c55
508,508-flexao-aberta-com-apoio-do-joelho.mp4,Flexão Aberta com Apoio do Joelho,peitoral,Livre/Funcional,normal,be707dcf-d4cc-4788-8d23-551f5730e971
509,509-flexao-com-deslocamento.mp4,Flexão com deslocamento,Peitoral,Livre/Funcional,normal,3b9332bf-bad7-4d78-9ca2-21d3f9c713f4
510,510-flexao-de-joelhos-na-bola-unilateral.mp4,Flexão de Joelhos na bola unilateral,Quadríceps,Livre/Funcional,normal,dc00dfb9-6167-4c22-8f28-df15094d22a5
511,511-flexoes-excentricas-apoio.mp4,Flexões excêntricas (apoio),Musculação,Livre/Funcional,normal,96181757-fb88-4bf0-b8fc-8e90cf643d07
512,512-flexoes-no-banco.mp4,Flexões no Banco,Peitoral,Livre/Funcional,normal,62ff7da4-908b-4e96-a3dc-8555dc903615
513,513-front-squat.mp4,Front Squat,Quadríceps,Livre/Funcional,normal,86bee686-3946-4f37-8730-22c88c777650
514,514-graviton-neutro.mp4,Graviton Neutro,costas,Livre/Funcional,normal,3bcfa19a-aad9-4cad-aae5-a11711f8d431
515,515-graviton-pronado.mp4,Graviton Pronado,costas,Livre/Funcional,normal,6cf6f6ed-9022-459c-b5ae-cbe499ba4b33
516,516-graviton-supinado.mp4,Graviton Supinado,costas,Livre/Funcional,normal,d82e1fdf-00da-4f9d-b6dd-23ce5033e5c5
517,517-hiit.mp4,HIIT,cardio,Livre/Funcional,normal,cc2a7748-03a7-4ab4-b8e8-e71092917112
518,518-lateral-shuffle.mp4,Lateral shuffle,Funcional,Livre/Funcional,normal,a4f35317-675d-46f0-a063-5a2d69761109
519,519-leg-press-45.mp4,Leg Press 45°,pernas,Livre/Funcional,normal,e1000001-0000-0000-0000-000000000011
